train_id,station_code,date,day_of_week,month,scheduled_hour,zone,historical_avg_delay,actual_delay_min
12621,BZA,2024-08-28,2,8,15,SCR,10,20.0
11042,BZA,2024-05-12,6,5,10,SCR,10,9.4
12657,MAS,2024-06-18,1,6,22,SR,7,13.7
12951,ADI,2024-11-19,1,11,21,WR,8,11.6
12621,MAS,2024-12-07,5,12,19,SR,7,8.5
15930,PNBE,2024-12-15,6,12,21,ECR,20,21.9
12951,BRC,2024-12-15,6,12,20,WR,8,3.9
12003,CNB,2024-05-22,2,5,10,NCR,15,23.9
12301,GAYA,2024-05-05,6,5,1,ECR,20,12.7
12014,NDLS,2024-04-25,3,4,22,NR,10,11.8
12951,ST,2024-05-19,6,5,19,WR,8,10.7
12905,JP,2024-06-17,0,6,20,NWR,9,25.0
12560,CNB,2024-07-26,4,7,10,NCR,15,21.8
12952,ST,2024-01-27,5,1,5,WR,8,7.1
12951,BCT,2024-05-11,5,5,17,WR,8,19.4
11041,PUNE,2024-02-24,5,2,3,CR,12,7.9
12841,KGP,2024-04-22,0,4,16,SER,16,17.4
15929,DBRG,2024-05-07,1,5,8,NFR,25,53.1
12722,NGP,2024-02-20,1,2,13,CR,12,16.4
12559,PRYJ,2024-12-23,0,12,0,NCR,15,12.4
12859,NGP,2024-07-23,1,7,14,CR,12,36.4
12952,ADI,2024-08-02,4,8,2,WR,8,15.2
12952,NDLS,2024-05-04,5,5,16,NR,10,14.3
12841,MAS,2024-03-24,6,3,4,SR,7,0.0
12859,HWH,2024-12-05,3,12,1,ER,18,17.3
12951,BRC,2024-02-03,5,2,20,WR,8,15.9
12842,BZA,2024-01-30,1,1,12,SCR,10,3.4
12722,NGP,2024-08-11,6,8,13,CR,12,24.2
12622,MAS,2024-07-31,2,7,10,SR,7,26.7
11042,SC,2024-08-30,4,8,15,SCR,10,27.1
12302,GAYA,2024-07-08,0,7,16,ECR,20,27.2
12301,HWH,2024-03-01,4,3,3,ER,18,19.4
12951,BCT,2024-09-08,6,9,17,WR,8,28.6
12622,AGC,2024-07-21,6,7,4,NCR,15,15.4
12859,CSMT,2024-04-30,1,4,6,CR,12,22.0
12004,CNB,2024-05-26,6,5,22,NCR,15,13.6
11041,SC,2024-06-21,4,6,10,SCR,10,26.5
12622,MAS,2024-03-22,4,3,10,SR,7,4.9
12001,JHS,2024-02-12,0,2,10,NCR,15,17.6
15929,PNBE,2024-02-21,2,2,18,ECR,20,51.3
12621,NDLS,2024-01-05,4,1,22,NR,10,14.7
11042,BZA,2024-03-17,6,3,10,SCR,10,9.2
12621,NDLS,2024-02-17,5,2,22,NR,10,19.9
12952,ST,2024-12-23,0,12,5,WR,8,2.6
12722,AGC,2024-01-02,1,1,21,NCR,15,10.5
12842,BZA,2024-08-29,3,8,12,SCR,10,32.1
12560,BSB,2024-07-06,5,7,7,NER,22,37.2
12014,LDH,2024-12-13,4,12,18,NR,10,21.7
12002,NDLS,2024-07-01,0,7,1,NR,10,12.0
12621,NGP,2024-12-07,5,12,8,CR,12,20.0
12302,NDLS,2024-06-07,4,6,0,NR,10,21.4
12952,RTM,2024-06-18,1,6,0,WR,8,22.3
12622,AGC,2024-02-12,0,2,4,NCR,15,18.6
12906,JP,2024-01-21,6,1,1,NWR,9,0.0
12013,LDH,2024-04-08,0,4,11,NR,10,12.9
15929,PRYJ,2024-03-28,3,3,15,NCR,15,19.8
15930,PRYJ,2024-09-08,6,9,0,NCR,15,9.7
12842,BZA,2024-02-25,6,2,12,SCR,10,8.2
12952,RTM,2024-09-26,3,9,0,WR,8,18.5
11042,BZA,2024-02-06,1,2,10,SCR,10,17.4
12302,GAYA,2024-02-03,5,2,16,ECR,20,13.9
12859,R,2024-08-24,5,8,17,SECR,13,43.2
12622,MAS,2024-11-25,0,11,10,SR,7,6.4
12014,LDH,2024-12-24,1,12,18,NR,10,14.8
12621,JHS,2024-04-24,2,4,3,NCR,15,18.5
12952,BRC,2024-12-18,2,12,3,WR,8,5.9
12951,ST,2024-06-22,5,6,19,WR,8,21.7
12860,KGP,2024-12-06,4,12,15,SER,16,28.5
12560,NDLS,2024-08-19,0,8,15,NR,10,19.3
12951,MTJ,2024-07-02,1,7,7,NCR,15,47.1
11041,MAS,2024-11-30,5,11,18,SR,7,13.7
12952,BCT,2024-12-27,4,12,7,WR,8,36.3
12859,NGP,2024-04-30,1,4,14,CR,12,9.7
16526,CBE,2024-06-07,4,6,12,SR,7,12.6
16525,SBC,2024-08-24,5,8,6,SWR,6,8.4
12002,AGC,2024-03-17,6,3,23,NCR,15,13.4
12905,MTJ,2024-01-31,2,1,21,NCR,15,17.4
12002,BPL,2024-10-27,6,10,17,WCR,11,19.7
12951,ST,2024-08-17,5,8,19,WR,8,20.0
12560,NDLS,2024-03-05,1,3,15,NR,10,20.4
15930,GHY,2024-06-19,2,6,12,NFR,25,34.8
12905,JP,2024-12-18,2,12,20,NWR,9,8.1
12621,NDLS,2024-09-03,1,9,22,NR,10,14.0
12952,MTJ,2024-08-10,5,8,17,NCR,15,20.8
16526,TVC,2024-12-08,6,12,7,SR,7,15.4
12004,LKO,2024-12-09,0,12,21,NR,10,9.7
12559,BSB,2024-12-29,6,12,2,NER,22,25.9
12621,NDLS,2024-04-17,2,4,22,NR,10,19.7
12860,CSMT,2024-07-05,4,7,8,CR,12,25.9
12622,NDLS,2024-03-21,3,3,6,NR,10,22.3
12302,NDLS,2024-01-26,4,1,0,NR,10,16.3
11041,CSMT,2024-01-17,2,1,23,CR,12,18.5
12906,MTJ,2024-07-18,3,7,23,NCR,15,20.0
12842,MAS,2024-04-05,4,4,8,SR,7,16.7
12951,ADI,2024-07-22,0,7,21,WR,8,11.5
15929,DBRG,2024-12-29,6,12,8,NFR,25,33.8
12001,AGC,2024-06-16,6,6,8,NCR,15,33.2
12001,AGC,2024-12-28,5,12,8,NCR,15,26.7
12003,LKO,2024-10-17,3,10,11,NR,10,20.2
12721,NGP,2024-12-24,1,12,10,CR,12,19.1
15929,CNB,2024-03-25,0,3,14,NCR,15,21.3
12906,JP,2024-05-08,2,5,1,NWR,9,13.4
12721,NGP,2024-06-20,3,6,10,CR,12,20.4
16525,CBE,2024-03-16,5,3,9,SR,7,14.3
12952,BRC,2024-09-19,3,9,3,WR,8,7.4
12721,SC,2024-11-05,1,11,16,SCR,10,20.2
12014,CDG,2024-04-13,5,4,18,NR,10,14.9
12952,MTJ,2024-04-02,1,4,17,NCR,15,35.1
12622,JHS,2024-11-19,1,11,1,NCR,15,19.0
11042,SC,2024-07-03,2,7,15,SCR,10,28.8
12721,AGC,2024-07-09,1,7,2,NCR,15,14.9
12952,MTJ,2024-06-21,4,6,17,NCR,15,35.3
12842,KGP,2024-09-13,4,9,20,SER,16,20.0
12003,CNB,2024-04-13,5,4,10,NCR,15,13.4
12906,AII,2024-12-03,1,12,2,NWR,9,9.8
15929,GHY,2024-09-15,6,9,3,NFR,25,26.0
12906,AII,2024-09-27,4,9,2,NWR,9,10.8
12859,KGP,2024-10-29,1,10,23,SER,16,14.2
15930,GHY,2024-08-10,5,8,12,NFR,25,38.5
12906,AII,2024-01-21,6,1,2,NWR,9,0.0
12560,BSB,2024-10-07,0,10,7,NER,22,34.7
15929,DBRG,2024-05-28,1,5,8,NFR,25,29.6
16525,CBE,2024-01-23,1,1,9,SR,7,17.8
12906,RJT,2024-05-25,5,5,8,WR,8,13.6
15929,DBRG,2024-11-17,6,11,8,NFR,25,37.9
12841,BBS,2024-02-02,4,2,19,ECoR,14,21.6
11041,SC,2024-08-25,6,8,10,SCR,10,17.1
12622,NDLS,2024-11-07,3,11,6,NR,10,10.4
15930,GHY,2024-10-29,1,10,12,NFR,25,25.4
15930,DBRG,2024-04-24,2,4,8,NFR,25,38.6
12014,LDH,2024-11-29,4,11,18,NR,10,20.5
12906,AII,2024-01-20,5,1,2,NWR,9,4.0
11042,CSMT,2024-10-23,2,10,1,CR,12,5.6
12002,AGC,2024-05-10,4,5,23,NCR,15,23.7
12951,ST,2024-04-27,5,4,19,WR,8,13.4
12001,GWL,2024-01-21,6,1,9,NCR,15,21.7
12302,GAYA,2024-05-02,3,5,16,ECR,20,27.4
16525,ERS,2024-07-22,0,7,14,SR,7,18.3
12721,NGP,2024-02-08,3,2,10,CR,12,19.7
12013,NDLS,2024-05-20,0,5,7,NR,10,24.0
12722,NGP,2024-08-01,3,8,13,CR,12,17.6
15929,GHY,2024-01-09,1,1,3,NFR,25,22.6
12859,CSMT,2024-11-23,5,11,6,CR,12,11.6
15929,CNB,2024-06-05,2,6,14,NCR,15,25.8
12560,CNB,2024-09-11,2,9,10,NCR,15,13.2
12842,BBS,2024-10-24,3,10,18,ECoR,14,46.9
12004,LKO,2024-05-27,0,5,21,NR,10,14.5
12013,CDG,2024-02-29,3,2,11,NR,10,18.4
16525,CBE,2024-07-18,3,7,9,SR,7,20.4
16525,CBE,2024-10-14,0,10,9,SR,7,15.1
12721,NDLS,2024-12-01,6,12,23,NR,10,6.5
11041,SC,2024-04-12,4,4,10,SCR,10,18.3
12859,NGP,2024-06-17,0,6,14,CR,12,18.7
12559,CNB,2024-11-27,2,11,23,NCR,15,21.1
12001,GWL,2024-02-20,1,2,9,NCR,15,33.9
12002,BPL,2024-03-07,3,3,17,WCR,11,32.5
12658,SBC,2024-03-27,2,3,6,SWR,6,8.2
11042,MAS,2024-12-02,0,12,7,SR,7,20.6
12559,BSB,2024-03-23,5,3,2,NER,22,19.5
12905,ADI,2024-08-06,1,8,15,WR,8,17.1
12859,CSMT,2024-02-19,0,2,6,CR,12,17.3
15929,PRYJ,2024-05-27,0,5,15,NCR,15,31.2
12951,KOTA,2024-10-07,0,10,3,WCR,11,15.0
12622,AGC,2024-11-23,5,11,4,NCR,15,20.1
16526,TVC,2024-03-03,6,3,7,SR,7,28.6
12621,JHS,2024-01-02,1,1,3,NCR,15,24.5
12905,ADI,2024-05-18,5,5,15,WR,8,11.9
16526,TVC,2024-04-01,0,4,7,SR,7,19.7
12841,BBS,2024-03-03,6,3,19,ECoR,14,20.6
12721,NDLS,2024-09-13,4,9,23,NR,10,14.8
12621,AGC,2024-08-26,0,8,0,NCR,15,22.6
12002,BPL,2024-09-18,2,9,17,WCR,11,22.2
12841,VSKP,2024-05-22,2,5,22,ECoR,14,21.5
12014,LDH,2024-02-12,0,2,18,NR,10,29.4
12301,HWH,2024-03-31,6,3,3,ER,18,30.8
12860,HWH,2024-07-17,2,7,13,ER,18,25.5
15929,DBRG,2024-05-08,2,5,8,NFR,25,32.5
12721,AGC,2024-01-10,2,1,2,NCR,15,18.1
12906,JP,2024-02-14,2,2,1,NWR,9,11.8
12721,SC,2024-02-02,4,2,16,SCR,10,21.4
12014,NDLS,2024-09-24,1,9,22,NR,10,12.4
12621,BZA,2024-12-19,3,12,15,SCR,10,6.9
12001,NDLS,2024-11-19,1,11,6,NR,10,22.6
15929,GHY,2024-06-28,4,6,3,NFR,25,44.0
12952,BRC,2024-08-09,4,8,3,WR,8,25.3
12842,KGP,2024-02-23,4,2,20,SER,16,22.1
12951,BCT,2024-07-25,3,7,17,WR,8,21.2
12906,NDLS,2024-04-18,3,4,22,NR,10,14.3
15930,PRYJ,2024-09-04,2,9,0,NCR,15,20.1
12951,ST,2024-10-27,6,10,19,WR,8,13.7
12841,MAS,2024-04-26,4,4,4,SR,7,5.2
12004,NDLS,2024-12-02,0,12,2,NR,10,17.1
12905,RJT,2024-10-12,5,10,13,WR,8,3.8
12622,NGP,2024-08-22,3,8,20,CR,12,20.8
12952,MTJ,2024-04-11,3,4,17,NCR,15,26.4
12001,AGC,2024-01-22,0,1,8,NCR,15,26.1
12560,NDLS,2024-10-19,5,10,15,NR,10,12.2
15930,DBRG,2024-06-30,6,6,8,NFR,25,43.2
12841,VSKP,2024-07-09,1,7,22,ECoR,14,31.7
12014,ASR,2024-11-28,3,11,16,NR,10,10.4
12657,SBC,2024-01-04,3,1,4,SWR,6,7.8
12952,ADI,2024-06-10,0,6,2,WR,8,16.8
12859,R,2024-02-19,0,2,17,SECR,13,20.6
12721,AGC,2024-10-31,3,10,2,NCR,15,7.9
12860,KGP,2024-10-30,2,10,15,SER,16,17.5
12906,NDLS,2024-03-10,6,3,22,NR,10,5.8
16525,ERS,2024-10-09,2,10,14,SR,7,8.5
12301,PRYJ,2024-06-23,6,6,22,NCR,15,22.4
12013,ASR,2024-11-22,4,11,13,NR,10,16.7
12951,ADI,2024-06-11,1,6,21,WR,8,22.9
12622,MAS,2024-08-05,0,8,10,SR,7,22.8
15930,DBRG,2024-05-30,3,5,8,NFR,25,42.5
15929,CNB,2024-06-02,6,6,14,NCR,15,32.6
12842,VSKP,2024-12-06,4,12,15,ECoR,14,19.2
12621,MAS,2024-05-12,6,5,19,SR,7,26.3
12951,BRC,2024-07-13,5,7,20,WR,8,13.9
12905,JP,2024-07-29,0,7,20,NWR,9,25.9
12952,RTM,2024-02-08,3,2,0,WR,8,11.0
12860,KGP,2024-09-12,3,9,15,SER,16,20.1
12001,JHS,2024-06-06,3,6,10,NCR,15,30.7
16526,CBE,2024-01-14,6,1,12,SR,7,11.0
12905,AII,2024-05-25,5,5,18,NWR,9,13.6
16525,CBE,2024-03-11,0,3,9,SR,7,26.7
12841,BBS,2024-09-25,2,9,19,ECoR,14,18.7
11042,SC,2024-07-04,3,7,15,SCR,10,21.0
12003,CNB,2024-02-28,2,2,10,NCR,15,21.9
12951,BRC,2024-06-19,2,6,20,WR,8,15.5
15929,PNBE,2024-06-11,1,6,18,ECR,20,35.7
12905,AII,2024-04-18,3,4,18,NWR,9,21.9
12622,MAS,2024-10-25,4,10,10,SR,7,7.7
12841,HWH,2024-05-21,1,5,14,ER,18,18.1
12860,NGP,2024-06-08,5,6,0,CR,12,16.5
15929,PRYJ,2024-10-04,4,10,15,NCR,15,15.3
15929,PNBE,2024-02-10,5,2,18,ECR,20,30.7
16525,CBE,2024-10-22,1,10,9,SR,7,14.3
12622,MAS,2024-12-19,3,12,10,SR,7,6.3
12952,ADI,2024-12-02,0,12,2,WR,8,4.2
12842,MAS,2024-06-01,5,6,8,SR,7,19.6
12905,ADI,2024-01-21,6,1,15,WR,8,16.9
12906,JP,2024-06-08,5,6,1,NWR,9,19.4
12001,JHS,2024-12-02,0,12,10,NCR,15,27.4
12841,MAS,2024-06-19,2,6,4,SR,7,22.6
12906,NDLS,2024-02-05,0,2,22,NR,10,18.0
12001,AGC,2024-02-18,6,2,8,NCR,15,28.9
12722,JHS,2024-02-24,5,2,18,NCR,15,18.3
12722,SC,2024-09-01,6,9,7,SCR,10,26.6
16525,CBE,2024-07-26,4,7,9,SR,7,35.1
12560,BSB,2024-10-04,4,10,7,NER,22,35.1
12302,NDLS,2024-10-14,0,10,0,NR,10,16.1
12622,BZA,2024-05-06,0,5,13,SCR,10,12.7
11041,PUNE,2024-11-28,3,11,3,CR,12,14.4
16526,CBE,2024-10-18,4,10,12,SR,7,7.5
12002,JHS,2024-01-09,1,1,20,NCR,15,13.9
12905,NDLS,2024-08-28,2,8,23,NR,10,20.3
12301,NDLS,2024-03-27,2,3,17,NR,10,31.1
11041,CSMT,2024-12-15,6,12,23,CR,12,0.0
12841,MAS,2024-01-03,2,1,4,SR,7,12.1
12003,NDLS,2024-12-14,5,12,6,NR,10,3.8
12905,JP,2024-04-06,5,4,20,NWR,9,6.8
12721,JHS,2024-09-09,0,9,5,NCR,15,19.3
15930,NDLS,2024-04-18,3,4,6,NR,10,15.8
12859,CSMT,2024-11-09,5,11,6,CR,12,12.3
12002,NDLS,2024-09-27,4,9,1,NR,10,9.1
12013,LDH,2024-05-29,2,5,11,NR,10,9.4
12013,ASR,2024-10-29,1,10,13,NR,10,13.6
16525,SBC,2024-07-29,0,7,6,SWR,6,14.9
11042,CSMT,2024-05-07,1,5,1,CR,12,15.4
12951,MTJ,2024-11-11,0,11,7,NCR,15,30.1
12622,NDLS,2024-08-03,5,8,6,NR,10,18.1
12014,ASR,2024-05-10,4,5,16,NR,10,11.3
12301,NDLS,2024-02-28,2,2,17,NR,10,19.8
12859,KGP,2024-07-26,4,7,23,SER,16,20.4
12906,AII,2024-12-19,3,12,2,NWR,9,5.9
12951,ADI,2024-03-06,2,3,21,WR,8,17.8
12004,CNB,2024-10-24,3,10,22,NCR,15,19.1
12859,HWH,2024-03-02,5,3,1,ER,18,16.2
12657,SBC,2024-12-30,0,12,4,SWR,6,4.6
12001,BPL,2024-01-21,6,1,13,WCR,11,10.1
11041,BZA,2024-01-24,2,1,14,SCR,10,14.7
15930,PRYJ,2024-02-06,1,2,0,NCR,15,18.4
16526,ERS,2024-04-21,6,4,7,SR,7,11.1
12622,BZA,2024-05-21,1,5,13,SCR,10,13.8
11042,PUNE,2024-11-29,4,11,22,CR,12,13.7
12859,R,2024-04-17,2,4,17,SECR,13,23.7
16525,ERS,2024-01-08,0,1,14,SR,7,2.7
12560,BSB,2024-07-30,1,7,7,NER,22,44.3
12842,HWH,2024-03-14,3,3,22,ER,18,30.1
12841,KGP,2024-03-16,5,3,16,SER,16,21.6
12560,BSB,2024-07-07,6,7,7,NER,22,27.7
12622,NGP,2024-06-15,5,6,20,CR,12,17.7
12621,BZA,2024-09-22,6,9,15,SCR,10,13.7
15929,DBRG,2024-12-14,5,12,8,NFR,25,29.8
16525,SBC,2024-11-21,3,11,6,SWR,6,11.4
12951,KOTA,2024-03-15,4,3,3,WCR,11,15.4
12859,CSMT,2024-12-06,4,12,6,CR,12,16.7
12004,CNB,2024-12-05,3,12,22,NCR,15,35.1
11042,SC,2024-05-20,0,5,15,SCR,10,18.9
12952,KOTA,2024-08-11,6,8,21,WCR,11,19.2
12302,CNB,2024-08-25,6,8,19,NCR,15,37.7
16526,SBC,2024-03-22,4,3,15,SWR,6,23.6
12860,NGP,2024-01-31,2,1,0,CR,12,14.6
12859,R,2024-08-22,3,8,17,SECR,13,26.6
16525,MDU,2024-02-26,0,2,11,SR,7,10.6
12722,NDLS,2024-05-27,0,5,22,NR,10,27.8
12905,AII,2024-08-06,1,8,18,NWR,9,33.0
12657,SBC,2024-01-08,0,1,4,SWR,6,0.0
12905,RJT,2024-02-03,5,2,13,WR,8,9.7
12302,PRYJ,2024-10-27,6,10,18,NCR,15,23.0
12302,NDLS,2024-04-24,2,4,0,NR,10,31.8
12003,CNB,2024-08-18,6,8,10,NCR,15,30.7
11042,BZA,2024-09-01,6,9,10,SCR,10,16.1
12013,NDLS,2024-07-18,3,7,7,NR,10,25.0
12722,JHS,2024-08-12,0,8,18,NCR,15,44.3
12906,NDLS,2024-03-09,5,3,22,NR,10,11.9
12721,NDLS,2024-09-05,3,9,23,NR,10,18.7
15929,CNB,2024-07-15,0,7,14,NCR,15,27.7
12952,KOTA,2024-09-17,1,9,21,WCR,11,34.3
12842,MAS,2024-11-24,6,11,8,SR,7,19.4
11042,MAS,2024-07-08,0,7,7,SR,7,28.9
12301,HWH,2024-09-24,1,9,3,ER,18,17.0
12004,NDLS,2024-12-03,1,12,2,NR,10,9.1
15929,PNBE,2024-09-21,5,9,18,ECR,20,46.1
12842,KGP,2024-01-11,3,1,20,SER,16,11.5
11042,SC,2024-02-02,4,2,15,SCR,10,7.4
12001,NDLS,2024-05-03,4,5,6,NR,10,7.8
12014,NDLS,2024-05-24,4,5,22,NR,10,12.1
15929,DBRG,2024-12-08,6,12,8,NFR,25,35.3
12559,BSB,2024-10-11,4,10,2,NER,22,22.8
12906,ADI,2024-09-28,5,9,6,WR,8,8.1
12001,BPL,2024-04-03,2,4,13,WCR,11,8.2
12906,NDLS,2024-01-02,1,1,22,NR,10,6.6
12001,BPL,2024-03-17,6,3,13,WCR,11,20.7
16525,TVC,2024-12-19,3,12,14,SR,7,14.3
12721,JHS,2024-10-10,3,10,5,NCR,15,25.3
11042,PUNE,2024-09-03,1,9,22,CR,12,17.0
12622,BZA,2024-04-09,1,4,13,SCR,10,19.8
12841,BBS,2024-08-05,0,8,19,ECoR,14,45.9
12842,MAS,2024-05-08,2,5,8,SR,7,20.1
12905,AII,2024-04-12,4,4,18,NWR,9,22.3
12859,NGP,2024-11-17,6,11,14,CR,12,5.7
11041,BZA,2024-11-04,0,11,14,SCR,10,16.1
12302,NDLS,2024-10-16,2,10,0,NR,10,11.9
12722,JHS,2024-08-29,3,8,18,NCR,15,33.6
12842,MAS,2024-11-15,4,11,8,SR,7,19.3
11042,SC,2024-01-24,2,1,15,SCR,10,16.9
12013,ASR,2024-06-21,4,6,13,NR,10,24.2
12721,NGP,2024-09-29,6,9,10,CR,12,15.0
12302,GAYA,2024-06-19,2,6,16,ECR,20,33.4
12014,NDLS,2024-10-14,0,10,22,NR,10,15.7
12621,BZA,2024-01-09,1,1,15,SCR,10,31.6
12859,R,2024-03-11,0,3,17,SECR,13,21.3
12014,CDG,2024-04-28,6,4,18,NR,10,15.5
16526,SBC,2024-08-27,1,8,15,SWR,6,29.4
12842,VSKP,2024-07-30,1,7,15,ECoR,14,15.5
12722,SC,2024-02-22,3,2,7,SCR,10,22.9
12841,KGP,2024-12-14,5,12,16,SER,16,23.5
12722,NGP,2024-03-10,6,3,13,CR,12,22.2
11042,PUNE,2024-04-23,1,4,22,CR,12,17.2
12859,HWH,2024-02-19,0,2,1,ER,18,15.0
12951,BCT,2024-01-19,4,1,17,WR,8,20.0
12003,LKO,2024-07-28,6,7,11,NR,10,22.5
12841,BZA,2024-03-02,5,3,1,SCR,10,12.3
15929,GHY,2024-08-18,6,8,3,NFR,25,29.4
12002,JHS,2024-04-17,2,4,20,NCR,15,24.6
12560,BSB,2024-11-09,5,11,7,NER,22,41.0
12841,KGP,2024-03-01,4,3,16,SER,16,19.2
12721,NGP,2024-11-02,5,11,10,CR,12,9.3
12301,HWH,2024-10-01,1,10,3,ER,18,25.4
12622,AGC,2024-05-03,4,5,4,NCR,15,11.7
15930,GHY,2024-01-23,1,1,12,NFR,25,23.9
12658,SBC,2024-03-26,1,3,6,SWR,6,8.1
12013,ASR,2024-12-02,0,12,13,NR,10,20.3
12560,CNB,2024-09-07,5,9,10,NCR,15,6.9
12013,LDH,2024-04-20,5,4,11,NR,10,13.6
12859,R,2024-02-21,2,2,17,SECR,13,15.9
15930,GHY,2024-02-15,3,2,12,NFR,25,23.5
11041,SC,2024-10-21,0,10,10,SCR,10,13.4
12721,JHS,2024-05-22,2,5,5,NCR,15,19.9
12302,CNB,2024-07-01,0,7,19,NCR,15,30.0
12860,CSMT,2024-08-19,0,8,8,CR,12,25.9
16526,SBC,2024-02-19,0,2,15,SWR,6,7.9
12842,HWH,2024-11-17,6,11,22,ER,18,11.6
12906,NDLS,2024-04-08,0,4,22,NR,10,10.7
12860,HWH,2024-03-29,4,3,13,ER,18,31.3
12859,CSMT,2024-01-24,2,1,6,CR,12,21.7
16526,SBC,2024-04-01,0,4,15,SWR,6,10.7
12721,JHS,2024-03-08,4,3,5,NCR,15,17.3
12621,NGP,2024-05-31,4,5,8,CR,12,19.7
12860,HWH,2024-04-25,3,4,13,ER,18,20.2
12721,JHS,2024-11-12,1,11,5,NCR,15,16.7
15929,DBRG,2024-04-14,6,4,8,NFR,25,34.0
12002,JHS,2024-07-06,5,7,20,NCR,15,18.0
12004,NDLS,2024-06-02,6,6,2,NR,10,9.4
12001,AGC,2024-12-17,1,12,8,NCR,15,23.6
12001,GWL,2024-03-22,4,3,9,NCR,15,32.3
12001,GWL,2024-08-30,4,8,9,NCR,15,35.9
12301,GAYA,2024-01-18,3,1,1,ECR,20,21.5
16525,MDU,2024-09-29,6,9,11,SR,7,8.0
16526,TVC,2024-08-03,5,8,7,SR,7,26.6
12951,NDLS,2024-02-25,6,2,8,NR,10,16.3
12301,CNB,2024-02-07,2,2,21,NCR,15,17.3
12721,SC,2024-03-19,1,3,16,SCR,10,17.0
15930,PNBE,2024-12-24,1,12,21,ECR,20,22.5
11041,CSMT,2024-03-26,1,3,23,CR,12,12.9
11042,SC,2024-10-11,4,10,15,SCR,10,14.5
12560,NDLS,2024-12-12,3,12,15,NR,10,9.6
12952,BCT,2024-10-29,1,10,7,WR,8,17.2
16525,ERS,2024-10-26,5,10,14,SR,7,10.6
16526,TVC,2024-03-21,3,3,7,SR,7,16.8
12560,BSB,2024-10-31,3,10,7,NER,22,26.3
11042,SC,2024-08-17,5,8,15,SCR,10,23.6
12841,VSKP,2024-08-05,0,8,22,ECoR,14,27.3
12560,BSB,2024-08-15,3,8,7,NER,22,46.3
12003,CNB,2024-05-22,2,5,10,NCR,15,17.7
12002,NDLS,2024-01-11,3,1,1,NR,10,10.8
12621,AGC,2024-04-10,2,4,0,NCR,15,20.5
12559,CNB,2024-10-01,1,10,23,NCR,15,17.2
12559,NDLS,2024-08-26,0,8,18,NR,10,37.5
12301,HWH,2024-02-29,3,2,3,ER,18,17.0
12002,GWL,2024-12-21,5,12,21,NCR,15,14.5
12560,BSB,2024-12-24,1,12,7,NER,22,34.3
12302,GAYA,2024-09-30,0,9,16,ECR,20,25.4
11042,PUNE,2024-09-02,0,9,22,CR,12,13.6
12951,NDLS,2024-07-21,6,7,8,NR,10,35.4
16526,ERS,2024-03-10,6,3,7,SR,7,17.4
12560,NDLS,2024-01-28,6,1,15,NR,10,3.9
15930,NDLS,2024-04-28,6,4,6,NR,10,18.4
12301,CNB,2024-03-05,1,3,21,NCR,15,15.4
15929,PRYJ,2024-11-06,2,11,15,NCR,15,32.8
12559,NDLS,2024-10-05,5,10,18,NR,10,17.4
12951,NDLS,2024-10-09,2,10,8,NR,10,23.9
12905,RJT,2024-02-12,0,2,13,WR,8,7.3
12001,NDLS,2024-05-12,6,5,6,NR,10,16.5
12952,BCT,2024-05-13,0,5,7,WR,8,24.4
12559,NDLS,2024-04-01,0,4,18,NR,10,20.8
12906,JP,2024-01-23,1,1,1,NWR,9,6.0
11042,PUNE,2024-04-15,0,4,22,CR,12,15.9
12622,JHS,2024-03-12,1,3,1,NCR,15,16.5
12841,HWH,2024-11-21,3,11,14,ER,18,22.2
12003,CNB,2024-02-15,3,2,10,NCR,15,11.3
12859,CSMT,2024-02-06,1,2,6,CR,12,13.3
12952,ST,2024-08-04,6,8,5,WR,8,13.6
12721,NDLS,2024-06-13,3,6,23,NR,10,13.8
12622,AGC,2024-08-23,4,8,4,NCR,15,20.7
12301,HWH,2024-06-21,4,6,3,ER,18,25.2
12859,CSMT,2024-01-16,1,1,6,CR,12,17.8
12622,NDLS,2024-01-14,6,1,6,NR,10,7.8
12622,AGC,2024-12-06,4,12,4,NCR,15,10.0
15930,NDLS,2024-01-16,1,1,6,NR,10,24.3
12621,JHS,2024-02-12,0,2,3,NCR,15,10.7
12905,NDLS,2024-11-22,4,11,23,NR,10,14.8
11042,BZA,2024-10-26,5,10,10,SCR,10,13.0
11041,MAS,2024-09-03,1,9,18,SR,7,19.3
12721,AGC,2024-02-20,1,2,2,NCR,15,8.0
12002,JHS,2024-11-27,2,11,20,NCR,15,21.3
12860,KGP,2024-07-09,1,7,15,SER,16,29.1
12560,NDLS,2024-11-05,1,11,15,NR,10,24.9
12014,ASR,2024-01-14,6,1,16,NR,10,6.5
12721,AGC,2024-06-09,6,6,2,NCR,15,6.9
12002,AGC,2024-07-13,5,7,23,NCR,15,16.7
12859,NGP,2024-09-15,6,9,14,CR,12,5.4
11041,SC,2024-11-26,1,11,10,SCR,10,13.0
16525,CBE,2024-03-22,4,3,9,SR,7,21.9
15929,PNBE,2024-02-13,1,2,18,ECR,20,26.7
11041,PUNE,2024-12-08,6,12,3,CR,12,9.0
12301,CNB,2024-10-22,1,10,21,NCR,15,27.9
11042,PUNE,2024-09-24,1,9,22,CR,12,12.1
12004,CNB,2024-02-09,4,2,22,NCR,15,19.5
15929,PNBE,2024-05-27,0,5,18,ECR,20,35.9
12841,BZA,2024-09-13,4,9,1,SCR,10,8.3
